Source,Target,t1612576063296622614,t1612576063296622614_time,t1612509545192120320,t1612509545192120320_time,t1612503789772148748,t1612503789772148748_time,t1612276811546742784,t1612276811546742784_time,t1612273411082031108,t1612273411082031108_time,t1612269254149312512,t1612269254149312512_time,t1612263492634943491,t1612263492634943491_time
jsabine214,dallasmavs,2,2193,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
CanaleBoy,dallasmavs,2,303,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
swoosh2ez,dallasmavs,2,5229,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
fattyfishsticks,dallasmavs,2,363,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Akaseipm,dallasmavs,2,425,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Alejandro_t9,dallasmavs,1,-1,1,-1,1,-1,2,19,1,-1,1,-1,1,-1
DirkNDez,dallasmavs,2,2304,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
kanye_boi,dallasmavs,2,23245,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
victormartinsc,dallasmavs,1,-1,1,-1,1,-1,2,9379,1,-1,1,-1,1,-1
pitro_pierot,dallasmavs,2,80424,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
npz00,dallasmavs,1,-1,1,-1,1,-1,2,428,1,-1,1,-1,1,-1
clst_b,dallasmavs,2,5525,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
SportsFamsRock,dallasmavs,1,-1,1,-1,1,-1,1,-1,2,833,1,-1,1,-1
Portista_23,dallasmavs,2,672,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
micah6p,dallasmavs,2,2559,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
41to77,dallasmavs,1,-1,1,-1,1,-1,2,3181,1,-1,1,-1,1,-1
Little_1bird,dallasmavs,2,83,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
carrionadrian7,dallasmavs,2,308,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
shogg_04,dallasmavs,2,5445,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
EvanLeckie,dallasmavs,2,1171,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
juliecowens,dallasmavs,2,40608,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Rojas_Trew4,dallasmavs,2,3478,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
mavs114,dallasmavs,2,1154,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Hicks45J,dallasmavs,2,3786,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
LeeJ09,dallasmavs,1,-1,2,1905,1,-1,2,67,1,-1,1,-1,1,-1
JaseTheAce7,dallasmavs,2,6326,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
reginafalangie0,dallasmavs,2,770,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
jake_fitch12,dallasmavs,2,11062,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
grant_harder5,dallasmavs,2,851,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
imnowsad,dallasmavs,1,-1,1,-1,1,-1,1,-1,1,-1,2,193,1,-1
joseperez_72,dallasmavs,2,5142,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Bacon_Band_Aid,dallasmavs,2,25,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
burks_boi,dallasmavs,2,750,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
ColinPrice430,dallasmavs,2,2977,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
EVAPlLLED,dallasmavs,1,-1,2,2918,1,-1,1,-1,1,-1,1,-1,1,-1
DrinRamirez27,dallasmavs,2,12430,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
beachfrontbitch,dallasmavs,1,-1,2,615,1,-1,1,-1,1,-1,1,-1,1,-1
MannyDFWSports,dallasmavs,2,9864,2,25723,1,-1,1,-1,1,-1,1,-1,1,-1
jac_noah,dallasmavs,2,16753,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
AceeKing_69,dallasmavs,2,1325,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
waliolympia03,dallasmavs,2,2493,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
teresachen02,dallasmavs,2,3409,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
eloanpicard,dallasmavs,2,5111,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
A_Russell81g,dallasmavs,2,5433,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
RobbieNiles,dallasmavs,2,69,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Liverpotlian,dallasmavs,2,10324,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
danielpk00,dallasmavs,1,-1,1,-1,1,-1,2,70,1,-1,1,-1,1,-1
Vinn_Dawgg,dallasmavs,2,563,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
mcu_onepiece,dallasmavs,2,55620,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
graham_austin38,dallasmavs,1,-1,2,59,1,-1,1,-1,1,-1,1,-1,1,-1
PayneWellman04,dallasmavs,2,1210,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
maddbender,dallasmavs,2,7191,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
FrankieJay__,dallasmavs,2,5065,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
TylerSmithIsGod,dallasmavs,1,-1,1,-1,2,859,1,-1,1,-1,1,-1,1,-1
StoicaPetrica4,dallasmavs,1,-1,1,-1,1,-1,2,12707,1,-1,1,-1,1,-1
kfloressss,dallasmavs,2,152,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
jazzlynn626,dallasmavs,2,456,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
cjhall2101997,dallasmavs,2,123,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
hharrington10,dallasmavs,2,5804,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
ChildishIvan,dallasmavs,2,9161,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
yostephrivas,dallasmavs,2,206,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
yujx_kk,dallasmavs,2,636,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
katieherr7,dallasmavs,2,5929,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
PeezySkates,dallasmavs,2,2469,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Just_Greenway,dallasmavs,2,9740,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Chicagorobyn65,dallasmavs,2,171,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Luker0517,dallasmavs,2,2450,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
JacobDHouse,coletonevans_18,2,6402,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
LavarisDuncan24,shogg_04,2,1853,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
2LiveCraig,LisaReda4,2,397,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
lysquez,micah6p,2,2254,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
MattCoffelt,MLGUnbreakable,2,1639,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
saramstanley_,_CEWilliams_,2,477,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
breezybrent2,Mariferx_,2,9172,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Zinchenkoburner,CEOofEatzis,2,7894,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
2KWHITE5,stilldrama,2,2994,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
xcdres2,jazzlynn626,2,455,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Austin_Wride,austinwoods26,2,1486,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
marisolgon13,juandelarosa97,2,3964,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
BlackZed2013,SSJAngelus,1,-1,1,-1,1,-1,2,21946,1,-1,1,-1,1,-1
marcosw1010,mestredosmavs,2,84055,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
RealLos23,andrea_matta10,2,6650,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
jnusser12,EichelGDavis,2,2066,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Michael88817575,GoudaCheese007,2,1433,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
cathylcox,sanjuhsingh,2,1235,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
ZainaAtyani,yostephrivas,2,3195,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
AmonGCarterTCU,CodySmith1997,2,738,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
mattbourgeois,EichelGDavis,2,11801,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Dricky12342,EichelGDavis,2,1876,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
whodatmat,whodatcloud,2,1246,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
jackwallacetv,FargoFoux,2,5540,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
DaChrisTomy02,micah6p,2,2985,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
JoshGiddeyStan,SSJAngelus,1,-1,1,-1,1,-1,2,681,1,-1,1,-1,1,-1
JoZayG,kampagnepapi,2,2180,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
TomiYoHomie,shogg_04,2,17736,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Qraddy5,ScarlettEaton,2,2912,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
savannahg_03,SuperMario79_,2,6208,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
i_am_little_sam,bigt7117,2,5910,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
_alexissg,EichelGDavis,2,10120,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
ola_akomolafe,shogg_04,2,12826,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
g0neLifting,Chicagorobyn65,2,289,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
johnnicksdtx,jsaucyfrog,2,1513,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
PantheraCamilla,micah6p,2,2920,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
birdiebirdieee,Emmanuel_Diaz2,1,-1,1,-1,2,2840,1,-1,1,-1,1,-1,1,-1
shelby_connelly,EichelGDavis,2,1828,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
tcumike16,jsaucyfrog,2,2090,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
GrangerTalley,EichelGDavis,2,1507,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
JSniff_TCU,EichelGDavis,2,614,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
mattlantz,jsaucyfrog,2,958,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
its_cvrloz,yostephrivas,2,2542,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
RaeganPebleyTCU,shogg_04,2,1395,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
GMFP__,EichelGDavis,2,3326,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
TCUCarterBoys,ZainaAtyani,2,790,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
eric_shelton3,JacobDHouse,2,14575,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
melrymom,AmonGCarterTCU,2,8051,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
AreAyEye,2KWHITE5,2,1488,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
heykatiet,AmonGCarterTCU,2,5297,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
SuperHighFrog,GMFP__,2,1460,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
kateann_11,RaeganPebleyTCU,2,939,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
RyanforSeven,whodatmat,2,1397,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
deannak9,2KWHITE5,2,19341,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
KWright_Frog,AmonGCarterTCU,2,1406,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
hunterharjo7,BlackZed2013,1,-1,1,-1,1,-1,2,70,1,-1,1,-1,1,-1
rigoalvarez_,lysquez,2,13005,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
Daniel_Luna,ZainaAtyani,2,11323,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
bryanandrade222,RaeganPebleyTCU,2,4624,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
DanielTobias27,RaeganPebleyTCU,2,1438,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
ConnerMcBride98,RaeganPebleyTCU,2,3770,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
nicolegorretta,ola_akomolafe,2,2749,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
