level_0,index,id,time,type,followers,usernames
4338,4983,1484253359070756868,80437,quote,976,UserNameGeorge_
4355,8667,1605298873,80500,retweet,1064,SanJuniperoLove
4361,8666,859626462,80544,retweet,8010,BadGirlQ_
4363,4964,1253884894905655296,80553,quote,249,chonky_tigress
4375,8664,941173909537345536,80674,retweet,852,Frostafer
4378,137,23683537,80704,reply,48,alexiix1994
4383,4947,708625348,80747,quote,630,Dark_skin98
4384,4946,1493259111277940737,80765,quote,392,Kaisupremacyy
4386,4944,99251860,80767,quote,188,bluenippleswhat
4390,4940,295860068,80791,quote,491,muamadfamy
4396,8661,1150851765379751937,80824,retweet,551,4dstaisa
4398,8660,1033086820588892160,80827,retweet,134,xcxworldd
4401,4933,1195377079015165957,80831,quote,374,NikDailys
4403,4931,731333600956841986,80836,quote,423,xx_tryellee
4404,4929,1066492285624307712,80848,quote,221,i_RPosie
4416,4921,1544765528937480194,80915,quote,500,avamariiaa
4435,4906,2830098057,81055,quote,4593,priincinho
4442,8653,87380885,81125,retweet,412,nadhirahjml
4453,4890,3265999790,81175,quote,294,_hzzq
4454,4889,791290021,81190,quote,350,MahathirAlHadi
4461,8651,380755080,81223,retweet,1396,lifeasavery_
4471,4873,982939852739153920,81283,quote,1093,_enolasy
4502,135,1365175418962247681,81492,reply,584,sI4shergf
4506,4841,1063120806,81512,quote,1721,Pete_Wanyoike
4507,4840,1496265078630354945,81517,quote,132,AmarHaiqal_
4511,4836,2841906751,81528,quote,380,bossedup0221
4512,4835,1144059409829642240,81536,quote,1129,SCUMFUCKT0NY
4516,4831,219819431,81544,quote,1774,24ceven
4519,134,52585406,81561,reply,2629,catastrophicbee
4523,4825,953966487923912706,81594,quote,851,Edogawa_vasan
4528,4821,4507458374,81644,quote,746,brasilffyy
4534,4815,1060485720098377730,81664,quote,1886,Tokyisma07
4535,4814,1078786909659385856,81668,quote,409,aminata_225
4540,133,1601298406525308930,81682,reply,454,MeeqDaBarb
4541,8646,1381429705602183171,81686,retweet,214,actuallyenma2
4544,4808,2910101653,81706,quote,1972,holaosaki
4548,8645,559026435,81721,retweet,15891,BeanerPhag
4550,4803,371105908,81737,quote,1347,JasleenMembreno
4558,4796,1553756216920158208,81770,quote,56,k33p4istance
4559,4795,701291491591753728,81781,quote,30,natsu8irl
4563,4791,2774405881,81815,quote,2164,SushiMoneySoIcy
4566,8644,1356777506586648580,81830,retweet,6103,QueenBexiBape
4583,8642,1350272588824633345,81939,retweet,2078,TAOELLEKINS
4586,4772,178149036,81953,quote,891,B_is_4Bombshell
4589,4769,271635762,81967,quote,5006,ParisPapito
4592,4767,800012097278988288,81993,quote,129,nfnaumooluvboys
4598,8638,1186152255218601985,82006,retweet,62,tiaonamtok
4604,4759,805475029404315649,82021,quote,106,LjubIjanna
4605,4758,502022750,82031,quote,728,mzffrh
4606,4757,3261092216,82032,quote,4648,tshepang_brew
4617,4748,1169598181644128256,82066,quote,1691,the_zene
4618,4747,1118288215,82095,quote,258,mkimbangi
4625,4740,741907975279808512,82136,quote,379,WanYamauchi
4626,8634,1936117460,82136,retweet,5872,Ry__babyyy
4639,4728,2423979284,82205,quote,269,Abrahamcxxx
4650,4719,985848840128524288,82234,quote,668,laura_laurrra
4664,4705,2464829737,82362,quote,157,Amoabe_
4665,4704,1290775480241659905,82369,quote,1110,rainbowkiddus
4681,8630,863412770,82479,retweet,1858,Ranks_m
4684,4686,889021238881988608,82495,quote,2009,Tholo_LeQhude
4687,4683,1064886726,82522,quote,1446,YoukoKurama__
4692,4678,3293420161,82537,quote,513,amnesyablue
4700,4672,962688732640854016,82599,quote,587,maazainudin
4710,4664,1560833640258584576,82675,quote,884,RyRysChillin
4712,4662,114084261,82690,quote,185,jayanze_
4713,4661,192517922,82692,quote,2376,olamiide
4716,4658,24340071,82701,quote,417,IrenieBooo
4719,4655,491871822,82708,quote,211,faragee1
4724,8628,1507949848728801282,82721,retweet,4178,Thatsjio
4725,4650,1544931803022389248,82721,quote,203,kitpeterz
4736,8627,19215449,82784,retweet,1035,ms_convinced
4739,4637,960092898422222848,82799,quote,315,jemir_
4742,4635,810510014725189636,82831,quote,839,jeparletropmaal
4756,4623,1102193918878404613,82916,quote,80,MatrixG2000
4764,4615,1253678531218997249,82981,quote,334,gothburgerking
4765,4613,496667679,82987,quote,672,NazmiOT
4769,4612,56014299,83021,quote,539,aziesajaeei
4770,4611,310189212,83025,quote,3397,aribwan
4774,4607,3291964775,83042,quote,526,Shavon_Taylor6
4783,4599,994016032875425792,83087,quote,425,p2deoint
4785,4597,1632814242,83104,quote,715,googIemebitch
4787,4595,763445209988378625,83116,quote,2292,l0unzl
4789,4594,1437406338888257541,83125,quote,40,S4INTA
4800,4585,1295423788834676736,83185,quote,4325,eyymanadaf
4803,4583,1449441373,83206,quote,1690,BRANDONAGE
4804,4582,1086246446905548800,83207,quote,66,dkdlti__
4805,4581,715055322801577984,83207,quote,676,its_sommy
4807,4578,229684325,83222,quote,1097,richh_key
4812,8616,481873728,83262,retweet,1023,lefauconnwaar
4817,4570,1043074718256050176,83295,quote,745,_kaashif
4818,4569,1106014223983755266,83298,quote,4640,enj8s
4820,4567,3964560623,83312,quote,182,Wayno1973
4822,4565,771410300180455424,83347,quote,1580,amaaaaaaaaaalll
4823,4564,1104724265495089152,83348,quote,989,Zknrg
4826,4561,1210485638094639104,83367,quote,3342,Rahman_DC1
4827,4560,787482623178268672,83368,quote,241,madisonisaa
4834,4553,606415131,83431,quote,56,cucumber_in_sea
4836,4551,1088864828402397184,83440,quote,1311,fatimaayub__
4837,4550,1227602714,83445,quote,579,amtu_jr
4839,4548,2167987970,83465,quote,3540,Paschal__
4841,4546,15673600,83472,quote,508,EightballCNU
4865,4524,1006215118009577473,83709,quote,492,TaylaBrianna
4866,4522,1312749597136228352,83719,quote,169,gnxtdooor
4872,4516,552753528,83776,quote,1019,iesmaa__
4876,8613,2505355678,83789,retweet,678,brystevepick
4877,4513,1487277428703887360,83806,quote,402,taylorswiftbzz
4878,4512,1202176488151367681,83812,quote,1384,Sheymoursoffic1
4895,4496,288543436,83901,quote,1117,_JoeBeezy
4897,4494,1155980184970883072,83908,quote,3501,bazzardblack6
4906,4486,1299971714076508162,83992,quote,252,aledayy
4914,4478,3431335599,84041,quote,709,Pat_Allen23
4925,4468,2430339941,84202,quote,1890,NAKEDI_NKD
4935,4459,90548650,84270,quote,1035,DeJuan__
4937,4457,2172373602,84302,quote,157,marshemoe
4940,4455,904306321842888708,84337,quote,122,boonkbass
4948,4448,1137626493264076802,84394,quote,333,SanidhyaMahaja4
4951,126,1508699942495272969,84415,reply,281,treacherose
4954,4443,396472453,84448,quote,684,Tochi__O
4965,4433,748411349244456961,84518,quote,3074,lebowinston_
4967,4431,2184695238,84522,quote,4746,vibezddl
4970,4428,1105009028659273728,84552,quote,253,baexcz
4974,4424,1297511916156473345,84572,quote,33,WaviestMelRose
4979,4419,577453964,84596,quote,836,ydriouach
4986,4413,879508729569435648,84646,quote,4337,mmrdxx
4993,4406,967723819363454976,84679,quote,572,manisjules
4996,4403,226805918,84719,quote,1097,Love_ariiiix
4999,4400,1385938153215823872,84736,quote,622,Banzaaaakay
5002,4397,1016349609172652032,84772,quote,171,yeahfucknoo
5006,8607,821922751,84799,retweet,500,SkablerPro
5013,4387,1273294800,84853,quote,218,pleindedifferen
5029,4372,531144737,84950,quote,384,elias_tyler
5032,4369,548244723,84966,quote,228,faridimran1
5040,4362,385984100,85007,quote,359,hakimazm
5041,4360,2260263080,85013,quote,563,blitzboppp
5047,4356,340800274,85035,quote,579,KhairullAiman
5050,4353,1404397855,85049,quote,70,imf4hmee
5052,8603,1030389628392689664,85075,retweet,3552,ricc4k
5054,4350,1110894877703921664,85088,quote,1390,BeExtravaganza
5062,8602,747517151796334592,85143,retweet,592,Kavixrxsan
5065,4341,523838342,85159,quote,1643,littylex23
5074,4335,559249656,85211,quote,218,yungsolat
5080,8598,1243179542253989889,85267,retweet,41,insideyourv
5085,8596,1458154464351825930,85297,retweet,881,leticiaisabelcp
5102,4315,32193772,85377,quote,3751,fvckdrvco
5103,4314,1084177832589357056,85397,quote,308,YoshikagesOopsy
5108,4309,1107012618122915840,85427,quote,1527,greynerrd
5116,8591,753146714308108288,85485,retweet,13812,Juanmagrams_
5123,4296,231047019,85507,quote,3020,loago_M
5126,4294,1319194600418979840,85523,quote,223,alphaalbert98
5127,4293,346847759,85523,quote,499,mgalmiighty
5132,4289,2935955452,85577,quote,765,swae_lvfe
5134,4287,1013697152,85594,quote,307,CrystaalR__
5135,4286,1518400154306584578,85594,quote,36,belllasalama
5137,4284,960683167979098113,85603,quote,209,gooseppr
5157,4268,1416376051375099912,85705,quote,20,minaricano____
5161,4264,432380412,85727,quote,2620,ItsManthaKay_2U
5162,8587,1298420833338060800,85733,retweet,24,day21_8
5164,4262,829026313872822274,85740,quote,553,9Ether_Prince
5172,4254,725273872874889216,85784,quote,2469,AXLOLNE
5175,4251,533341051,85787,quote,618,V8Biturbo__
5182,4246,781487961053331457,85806,quote,27,isnmean
5186,4243,2364695479,85832,quote,546,ThatSoThe0
5191,8585,957092665144827904,85865,retweet,1306,vonv_lone
5195,4235,1009652252448092160,85883,quote,203,WildestCup
5200,115,1401862007335292932,85933,reply,1091,aesmelanie
5202,4230,803129849342816257,85942,quote,1930,d_thickthighs
5209,4223,1249074542888304641,85986,quote,356,AyoDawwwg
5215,4218,843467473110286336,86044,quote,531,alterfrancisss
5216,4217,241811131,86044,quote,1528,f_aghah
5217,4216,1331345309969096704,86057,quote,244,matheusccarm
5220,4213,504986424,86113,quote,695,MR_CAMARADERIE
5230,4205,1272922998866092032,86176,quote,891,sissybabyjj
5242,4195,2558483026,86233,quote,2311,itsghinahere
5247,4192,2778713365,86250,quote,1297,Ujeanlnwza
5250,8576,1390388083388977156,86260,retweet,2131,SamWontBite
5257,4185,721670143172956161,86298,quote,611,gagabooog
5261,4182,735428738897190912,86339,quote,691,JKTAEx2
5262,8573,2422268220,86348,retweet,965,wnazhar_
5270,4174,1190844551906369536,86389,quote,455,DiaSantana_
5271,4173,1211458057,86394,quote,1180,akujejaka8895
5277,8572,951013039834304512,86407,retweet,439,DADDYSRICHBOYY
5290,4159,906498025333325824,86483,quote,600,noyouwhoareyou
5295,4154,704962933,86508,quote,729,AR2FARZL
5309,4142,952470557727055873,86638,quote,244,joshmajid1
5312,4139,927097573,86654,quote,838,ikamalaa
5313,4138,985938116631564290,86655,quote,239,getdrippped
5315,4136,3062585728,86665,quote,90,Orbitch_fool
5316,4135,199271427,86683,quote,3181,carahhhhhhhhh
5328,4125,1250986672847826945,86775,quote,1045,_EOfLagos
5330,4123,1068129680,86776,quote,1179,alepascuit9
5333,4120,186501765,86793,quote,1014,znratliff
5334,4119,1539246721322074113,86799,quote,431,yagizlae
5335,4118,3332488481,86799,quote,1277,king_da_kanga
5370,4089,1499205842,87005,quote,334,MickieFoxxx
5375,4085,1440048759832866829,87028,quote,5,peripotato_
5378,4082,2920060344,87084,quote,509,exterrestrialll
5382,4079,1520463281101717505,87093,quote,3028,_tmbsha
5387,4074,2211915968,87114,quote,860,lareinedudrame_
5388,4073,1371020822010228739,87115,quote,634,aethieca
5389,8560,1201390282824024064,87118,retweet,393,bm4ll
5390,4072,3196008482,87124,quote,350,itfxmalik
5394,8558,757594555030142976,87156,retweet,17900,Ihateyara
5399,4067,1231613774009786369,87164,quote,318,annicolete
5401,4065,1489585171,87178,quote,664,imnqstnaaa
5410,4056,865135940716576769,87209,quote,112,ndoubleor
5414,4052,2358958332,87234,quote,75,DopeDesta
5421,4045,1146629760539193345,87263,quote,1253,pinkynaddychoco
5426,4041,364201038,87308,quote,4083,Rauhlgexwy
5428,4039,1299505559322927105,87316,quote,597,Steffannie__
5430,4037,1336339431775678464,87345,quote,2914,saturnasagirl
5435,4032,979055915939909634,87361,quote,109,xlucaxsantosx
5436,4031,1088780242330603521,87362,quote,349,harrisnshriq
5437,4030,2239202773,87363,quote,1087,MaryamSophiaK
5439,4028,929610533350846464,87366,quote,993,tawo_e
5441,4026,771139269733785600,87370,quote,147,SantosBlessYou
5452,8555,1401039633643880463,87464,retweet,76,mikethebottom
5458,4011,1252549855454478337,87506,quote,318,i_abhiiiii
5463,4007,1372636188885065728,87526,quote,345,BigLewda
5464,4006,1618621249,87534,quote,575,LDFXXI
5467,4003,2571161912,87547,quote,383,swiftstylesevm
5469,4001,1376600323,87552,quote,375,hoessammm_
5471,3999,2680795796,87556,quote,2454,zeenicole_
5475,3995,467164231,87574,quote,2200,_gabbycee
5478,3993,291600610,87602,quote,4175,ployyoIq
5481,3990,1289182967592443904,87609,quote,86,syah_zakir
5494,3979,1161372684271390722,87705,quote,1802,Vee16Queen
5495,8551,2276129166,87705,retweet,1006,DedecotStyle
5496,8550,1576375089683210240,87713,retweet,645,SpideyVengeanc3
5506,3970,3092984679,87765,quote,124,dc_0107
5514,3962,2529741157,87808,quote,486,l0sroys
5515,3961,1584328556,87811,quote,1469,overexposedcat
5517,3959,163000142,87817,quote,3319,aryngai
5519,3957,95531927,87835,quote,1255,Chathamm
5520,3956,1141227300513615872,87837,quote,228,paulomighosh12
5521,3955,1753134860,87838,quote,481,JonAgusta
5526,8547,3164709733,87866,retweet,296,RiqueBusta
5533,3946,2771768362,87919,quote,501,_diegini_
5544,3935,854587928,87951,quote,327,metrxpolis
5551,3929,1037086175616540672,88036,quote,1644,MlDNGHTRAlN
5554,3926,764558303431127040,88057,quote,99,Pablo_Dalti8
5558,3922,2286542401,88125,quote,1297,maisarahzarnin
5564,3917,1038456573054541824,88155,quote,347,izzahruangyodd
5569,3912,870814784,88178,quote,514,aime_miller
5573,3909,767000624,88210,quote,1732,Jcastii97
5576,8544,1493746659310043137,88216,retweet,167,3mark13
5586,3899,345819028,88261,quote,923,thekaydeemonroe
5588,3897,960834906883375104,88267,quote,59,bubblechuwing
5591,3894,811977660200980480,88273,quote,178,dhanieeee_
5602,3886,552396229,88326,quote,4552,MuyiwaWilliams_
5603,3885,1495535224377253896,88330,quote,111,SouIjaGameBoy
5604,3884,938690576358170624,88335,quote,,
5606,103,33311051,88345,reply,1052,JVirgo86
5632,3862,724750287345430528,88510,quote,270,black_migoChyy
5634,3860,999953124050833408,88511,quote,208,Kateryne_B
5641,3854,1226978608771629062,88547,quote,2664,booniebeendat
5648,8533,911468765283418113,88572,retweet,235,tassaysno
5649,3847,306760855,88582,quote,114,rarashinadeen
5656,3840,1583939008756940801,88614,quote,34,appetencebaby
5659,3837,709746918650417152,88628,quote,1765,beeballer2000
5677,3824,387924013,88720,quote,1477,Shakilc25
5682,98,1255900526178217984,88749,reply,194,IBZDRAGON
5683,3820,372891801,88755,quote,144,syailatifi
5685,3818,763724804855824384,88779,quote,505,umugoremwiza
5691,3813,1530050945035509760,88808,quote,216,hobicotton
5695,3809,2569365314,88830,quote,1336,ritsuka_kun1
5699,8528,1326925588398034945,88876,retweet,2052,OLSENWIDOW
5706,3800,1577672576419221506,88912,quote,148,happyfoodie_
5714,8526,915029287584935936,88967,retweet,39,pb_winx
5715,8525,1007594391635050499,88968,retweet,1365,ERICCH0U
5730,8523,2722354859,89028,retweet,1960,Inkbypap
5741,3772,1035622345032036352,89044,quote,224,Gongaspato
5743,3770,995809144564273152,89083,quote,2692,MabothlaIsMe
5745,3768,518263075,89109,quote,2530,nrlqzwniy_
5746,3767,2924908734,89118,quote,111,myrahhhhhhh
5747,3766,1507986124957958145,89119,quote,236,DegradeMeDad
5749,3764,1086683976473948160,89124,quote,99,soueu_aisabel
5752,3761,727475482954895360,89135,quote,195,som_ohmeshevit
5753,3760,1453431305279098881,89146,quote,454,15vava15
5754,3759,1022033318257352704,89168,quote,71,larocass_
5760,3754,1268573927694929922,89200,quote,109,maeli272727_
5766,3749,1023640433203675136,89238,quote,44,kesanahh
5779,3737,413496602,89316,quote,3034,OG_TayMack
5781,3734,840841475910856706,89319,quote,290,AaIvery
5788,92,848511635279011840,89375,reply,539,Chazamole
5789,8520,2594347856,89383,retweet,96,TallyHoSwilly
5791,3728,1187461375414505473,89384,quote,1077,introverius
5796,8519,2901940655,89431,retweet,515,sammy_bleu
5797,3722,3373497689,89434,quote,1174,benn9_9_9
5799,3723,95471846,89434,quote,521,MohdHafiy_
5800,8518,475336402,89451,retweet,4109,asiapriorityy
5812,3710,1508781845001179147,89554,quote,29,proq4zed
5813,3709,450133030,89558,quote,758,celsomorel
5816,3706,3197516466,89590,quote,466,_xjim
5823,3700,2444805559,89630,quote,835,ungkulucifer
5830,3694,763367162887086080,89695,quote,72,bittermtsweet
5834,3691,389439069,89706,quote,283,aruza_
5837,3688,1066298746764500993,89749,quote,122,mtiiiass
5838,3687,2224968680,89754,quote,1566,972boopac94
5846,3679,555261101,89802,quote,2398,snfl0w3rz
5847,3678,464958834,89803,quote,534,leenasx_
5850,3675,1222765242330955777,89821,quote,1100,Blackah_1
5856,3670,256059950,89854,quote,778,SaudagarSejadah
5858,3668,866028275772030981,89859,quote,183,EdBo_3
5874,3653,1593145891535622144,89926,quote,39,s4ggyl1bra
5878,3651,1494402199,89955,quote,494,ChubbyPi
5880,3649,1061021035410194432,89965,quote,230,DIogo2516
5888,8510,1487839995712913412,90007,retweet,532,sfg_sue
5897,88,3269497706,90044,reply,251,vrarekid
5898,3636,2852627035,90051,quote,1772,SheIsTyraB
5900,3634,737904006,90058,quote,3459,muiiiiizn
5902,8508,1576914243764600833,90065,retweet,60,alwaysllovemj2
5915,3620,1384904337273536513,90110,quote,58,unsaidsofs
5926,3612,1243578494644355075,90147,quote,1989,notsomermaid
5935,3603,621709797,90172,quote,192,IHBR_
5937,3601,3260114401,90207,quote,64,PrincessCarlaTH
5938,3600,2967724252,90208,quote,2698,_Enjoooy
5946,8505,831835006746112000,90256,retweet,1930,MALIEKJN
5948,3590,924271147,90262,quote,1354,Weeta_Gutta
5951,8504,732673026685308928,90272,retweet,166,Paige8002
5958,3582,922008956318334978,90301,quote,2463,AnitaOT7
5960,3580,1285855694244188160,90306,quote,609,kennyd3d
5961,3577,614013715,90308,quote,592,MuhammadHziq
5963,3579,1203863053063933952,90308,quote,36,sincerelykimani
5971,3570,1304652035812462592,90369,quote,29,oopgirl_
5973,8502,1383295222650609669,90386,retweet,1152,HedyMonster
5975,8501,1183454927928090626,90390,retweet,566,FENDIST8R
5988,8500,1176705374013009921,90430,retweet,10,dreamfood_
5995,3550,220269252,90457,quote,314,Nidah_nj
5996,3549,1206270463,90458,quote,312,soljakev
6014,8496,411173350,90540,retweet,656,fandabha
6024,3525,941405275285843968,90606,quote,480,KosokoMuhammed
6029,3520,579185528,90630,quote,175,LSLEGACY97
6031,3518,700451261729153024,90637,quote,1152,KuIaKhan
6037,3512,729029634,90665,quote,395,Wicked_Hamilton
6038,8495,1348448296851927050,90684,retweet,1696,outofstyle_lia
6040,3510,1056717222184448006,90716,quote,110,ThinkPinkBarbz
6041,3509,367943151,90728,quote,3673,_jaiid
6042,3508,1169759107785601024,90735,quote,49,buddh4_J
6052,3498,1431068551025201152,90776,quote,22,zeoneicity
6055,3495,407436562,90785,quote,4177,jamarrazt
6058,3492,4895078671,90792,quote,931,JoshPNeary
6059,3491,578054481,90793,quote,366,ikhwanisma
6060,3490,328397543,90794,quote,470,AdibMifdhal
6064,3486,2888354589,90812,quote,1000,thelauc
6069,3482,806399585216237568,90845,quote,1011,juIiepowrs
6070,8493,1248029315075317760,90846,retweet,100,Namisadatzu
6085,3468,852127203261374465,90934,quote,85,justamishhh
6092,3461,1246583097434542081,90962,quote,3555,iamfavourehis
6103,3451,2405423575,91019,quote,73,sophiaeleanora
6105,3449,186436118,91021,quote,412,J0SH_S
6107,3447,1128406681174642691,91036,quote,323,Nicolas_Lgs
6109,3445,1226895828,91041,quote,2313,fvxzvn
6112,3443,1075824218,91054,quote,1138,diradoraa
6122,3433,1923881190,91085,quote,968,Robby2Fresh
6124,3431,293180639,91095,quote,1067,KillaaKams
6126,3429,1259132468122259459,91120,quote,1060,willowswiffer
6127,3428,1251334561,91121,quote,357,eichaizuddin
6132,3423,360128924,91135,quote,1120,Losos_Way92
6134,3421,333714388,91154,quote,802,brig_lorraine
6137,8489,3099884388,91159,retweet,29,DDD3K54
6142,3415,323843236,91174,quote,768,tscrant_
6149,3408,322283187,91222,quote,521,GatesJer
6157,3400,2944906819,91258,quote,413,khunminkzyzuza
6160,3398,1232744391212765191,91274,quote,136,talitantumba
6164,3394,3484052601,91303,quote,244,moonchildjjk
6167,3391,731215368551796737,91316,quote,232,7rdDay
6170,3388,67242631,91319,quote,352,colddecember91
6175,3383,888810749744828417,91360,quote,1814,__monnica__
6181,3378,794329196944179200,91388,quote,527,Maggot_Edits
6182,3377,365730509,91388,quote,1672,DjBrothaZ
6192,3367,3291531949,91436,quote,497,InspiredFatty
6197,3362,2536142618,91459,quote,1534,coooby_
6199,85,706225885167362048,91463,reply,112,ESSWOOH
6222,3343,354658418,91577,quote,546,Andromeda09__
6226,3339,242523212,91598,quote,1280,YungLanksta
6228,3336,895245446213496832,91625,quote,647,Silva_bunegui
6232,8482,1235248068930359296,91637,retweet,3115,ameeeeerude
6235,3331,713343273448804352,91658,quote,33,ohmmkr
6244,3322,2802925453,91697,quote,139,HuudieesGaming
6245,3321,1366407920636686341,91711,quote,650,RainyAmbience7
6246,3320,1165264304,91713,quote,443,CrystalEmmalyne
6247,3319,1558853420240732160,91718,quote,3800,eddwightt
6248,3318,186734495,91725,quote,194,dacaru
6251,3316,253143136,91785,quote,1923,ShitAdi
6261,3308,298287902,91846,quote,1391,ChrisDeonCJB
6265,3304,1527845582290792449,91860,quote,739,varinsdttir
6274,8478,1579358903921319937,91895,retweet,765,lawolfyki
6276,3296,1433234101792768011,91908,quote,584,l9me6r
6283,3290,290637970,91945,quote,891,trillxtaiwo
6285,3288,1183023113149145089,91958,quote,23,fmneverdie
6286,3287,4457021594,91959,quote,31,TheRedConquerer
6290,3284,794467063431630848,91974,quote,808,nxshalia
6294,3281,1178734808341590016,91985,quote,907,TrippyBeanieee
6309,3267,292477048,92112,quote,578,21_TwoTone_21
6316,78,1604339385281007616,92157,reply,20,__deadassbad_
6317,8473,1105730880,92158,retweet,21731,Cyndodo_
6323,3257,118492487,92214,quote,1271,thaherojoe
6327,3254,222724569,92255,quote,616,peanotic
6330,3252,1075926612254826496,92261,quote,,
6332,3250,916854516234047488,92266,quote,329,Papa_Kaplan
6341,3242,383658384,92326,quote,150,thdnfdk
6345,3238,2228350590,92335,quote,352,qqishh_7
6347,3237,1320914846066630657,92347,quote,238,J00NtheeSiren3
6352,3233,1040946466234097665,92374,quote,2139,honeyinthejar
6355,3231,1068548335458557952,92381,quote,124,PharaohThad
6364,8468,849086128368082944,92438,retweet,347,zokaieion
6365,3221,723256962670940160,92445,quote,243,Elfrankkoo
6370,3217,1225164989499170826,92469,quote,1034,_ZakNadir
6377,3212,1176398802,92488,quote,899,morganmt_
6389,3201,3472776861,92530,quote,218,swankgabee
6390,3200,1545251174269566976,92535,quote,61,Leegotti10
6397,3193,1268066875658960898,92577,quote,535,mummheeloveyou
6404,3186,1428680363723870215,92620,quote,977,NG_tha_One
6405,3185,175823190,92622,quote,812,benkns
6406,3184,158540261,92626,quote,1314,ThatJazzyGirl__
6409,3180,872976484293644288,92636,quote,2672,kvnq_sammie
6410,3181,783440042312204288,92636,quote,40,hey_baud
6413,75,363759653,92667,reply,932,Kingg_Gee
6418,3173,1273183806653034496,92687,quote,23,Chaxnt
6420,3172,1419720285536890881,92689,quote,95,_OGzee
6424,3168,2631332097,92718,quote,506,KingImania
6434,8463,1401823031526367235,92757,retweet,305,TeymmyTope1
6436,3158,1521157004252786688,92761,quote,14,aloychamp02
6439,3155,1508773560998801412,92793,quote,243,fng159
6446,3148,2904489625,92835,quote,245,bear_gust
6448,3146,1274623889998442496,92836,quote,232,enolaparkk
6462,3132,1478737218873085954,92901,quote,17,Missgigi_twt
6479,3117,3303085153,92998,quote,1444,Ahmad_Nasaiei
6488,3108,1014177081943576578,93057,quote,518,_JIGGYBOY__
6490,3105,1711776241,93075,quote,544,CikAann
6499,3099,1173721390530387968,93114,quote,39,rudo335654
6511,3089,2247284262,93159,quote,3676,Amobbss
6513,3087,3247368505,93177,quote,745,Tonebaby__
6517,3084,980292082861359105,93191,quote,1564,danielrxhim
6519,3082,1284494898293604352,93205,quote,1222,helloimstressed
6538,3066,768762955,93337,quote,776,munoz5041
6543,3062,521460388,93366,quote,704,TGODAnthony_
6551,3055,2355997518,93398,quote,437,eydot95
6553,3053,1562570180672507905,93401,quote,27,ItHitDifferent_
6554,3052,1198942927289864192,93407,quote,82,najiharosleeee
6569,3039,1118275920526237696,93536,quote,319,NicoleeeeKaylaa
6577,3033,753726039751135232,93562,quote,88,Dylan_DEsROches
6579,3031,936760838630920193,93588,quote,1825,x0kyy
6580,8447,372014968,93605,retweet,553,anngelllll__
6583,3028,599034858,93617,quote,1150,dkfvmk
6584,3027,4095896661,93619,quote,829,forever_jaas
6586,3025,1325561978845351942,93628,quote,1261,lexylean
6588,3023,2361490588,93635,quote,338,lilshine1023
6593,3018,1362774283668369413,93691,quote,832,srbtmylmdemi
6595,3017,65553630,93692,quote,467,badhomiebomma
6603,3009,985644970727104512,93731,quote,900,bastos_erica01
6612,8446,1530559071820324865,93769,retweet,304,polyp4emus4oe
6620,2994,953006976920940545,93836,quote,1520,korryn_32
6621,2993,1057160545781014528,93841,quote,58,hzrhatkhazwn
6627,2987,4879759132,93858,quote,704,arianatoratcore
6629,2986,3073299452,93874,quote,254,ainkakaa
6631,2983,846760536616394752,93889,quote,376,yuhbuttstuff
6643,2972,289191476,93963,quote,2114,withluvsbetter
6646,2969,852246381775421442,93974,quote,641,Nikeblux__
6653,2962,876865462927319041,94026,quote,453,hoodSINsation
6656,2959,1255649694484701190,94035,quote,58,amelggo
6670,2946,1500181235653562368,94085,quote,11,e_jenishi
6671,2945,1254229031265976324,94086,quote,175,halloimfromthe
6673,2943,2900622433,94099,quote,412,qiqiaimxn
6674,2942,899803861,94106,quote,999,VincyLampPost
6677,2940,826555915,94117,quote,802,baskbearcoffee
6679,2938,981709765297422337,94124,quote,435,zuzuliciousseu_
6687,2930,182846572,94173,quote,705,piqookie
6691,2927,1164031059056451584,94188,quote,237,_78779
6692,2926,67374447,94193,quote,879,Appletonqueen
6695,2923,2393532534,94205,quote,252,sheorinne
6696,2922,3741156503,94206,quote,392,lynapookie
6697,2921,1528369258232967168,94217,quote,353,mexteno
6705,2913,799917850685120512,94250,quote,261,Khonnamaaaaa
6707,2911,1580318116256571392,94259,quote,61,1luv3v3ry111
6713,2905,797494821862645760,94307,quote,382,basicallymemes
6716,2902,419957223,94345,quote,336,Nrhdyah
6719,2900,279654902,94355,quote,860,ugwu_onyeka
6723,2895,3285709428,94372,quote,1030,janellhunty
6725,2893,4489407972,94376,quote,632,OneDimpleBxndit
6728,2890,189425431,94399,quote,1411,GabMoniquee
6730,2888,1306305659671994369,94408,quote,225,LeBrisket
6731,69,1312645565973315587,94412,reply,2538,mehul_yarrr
6745,2874,1060037742808068096,94480,quote,1152,irfanhazyq
6753,2866,583571428,94506,quote,833,syzsyfqh_
6762,2859,876078920,94541,quote,2566,the1975vibess
6770,2853,594702958,94585,quote,360,jiha_nisa
6774,2849,1588485975331966976,94598,quote,44,tuajingfrfr
6775,2848,1017009438379524096,94600,quote,61,ayonkyon
6789,2837,168459840,94670,quote,1487,sdelrosa_
6792,2834,1025268468,94675,quote,1516,BillFranky1
6793,2833,1341404955408785416,94680,quote,76,StudyOnikaStyle
6795,2831,1057144387,94690,quote,2520,TrinityRoze
6809,2819,2829865032,94752,quote,388,Najibhshm
6810,2817,616248631,94760,quote,1171,yeenshah
